orderID,orderDate,requiredDate,shippedDate,shippingStatus,freight,shipperName,productID,productName,categoryName,unitPrice,quantity,discount,netRevenue,customerName,shipCountry
10355,2013-11-15,2013-12-13,2013-11-20,On-Time,41.95,Speedy Express,24,Guarana Fantastica,Beverages,3.6,25,0.0,90,Around the Horn,UK
10355,2013-11-15,2013-12-13,2013-11-20,On-Time,41.95,Speedy Express,57,Ravioli Angelo,Grains & Cereals,15.6,25,0.0,390,Around the Horn,UK
10383,2013-12-16,2014-01-13,2013-12-18,On-Time,34.24,Federal Shipping,13,Konbu,Seafood,4.8,20,0.0,96,Around the Horn,UK
10383,2013-12-16,2014-01-13,2013-12-18,On-Time,34.24,Federal Shipping,56,Gnocchi di nonna Alice,Grains & Cereals,30.4,20,0.0,608,Around the Horn,UK
10383,2013-12-16,2014-01-13,2013-12-18,On-Time,34.24,Federal Shipping,50,Valkoinen suklaa,Confections,13.0,15,0.0,195,Around the Horn,UK
10453,2014-02-21,2014-03-21,2014-02-26,On-Time,25.36,United Package,48,Chocolade,Confections,10.2,15,0.1,137.7,Around the Horn,UK
10453,2014-02-21,2014-03-21,2014-02-26,On-Time,25.36,United Package,70,Outback Lager,Beverages,12.0,25,0.1,270,Around the Horn,UK
10558,2014-06-04,2014-07-02,2014-06-10,On-Time,72.97,United Package,52,Filo Mix,Grains & Cereals,7.0,30,0.0,210,Around the Horn,UK
10558,2014-06-04,2014-07-02,2014-06-10,On-Time,72.97,United Package,73,Röd Kaviar,Seafood,15.0,3,0.0,45,Around the Horn,UK
10558,2014-06-04,2014-07-02,2014-06-10,On-Time,72.97,United Package,47,Zaanse koeken,Confections,9.5,25,0.0,237.5,Around the Horn,UK
10558,2014-06-04,2014-07-02,2014-06-10,On-Time,72.97,United Package,51,Manjimup Dried Apples,Produce,53.0,20,0.0,1060,Around the Horn,UK
10558,2014-06-04,2014-07-02,2014-06-10,On-Time,72.97,United Package,53,Perth Pasties,Meat & Poultry,32.8,18,0.0,590.4,Around the Horn,UK
10707,2014-10-16,2014-10-30,2014-10-23,On-Time,21.74,Federal Shipping,55,Pâté chinois,Meat & Poultry,24.0,21,0.0,504,Around the Horn,UK
10707,2014-10-16,2014-10-30,2014-10-23,On-Time,21.74,Federal Shipping,70,Outback Lager,Beverages,15.0,28,0.15,357,Around the Horn,UK
10707,2014-10-16,2014-10-30,2014-10-23,On-Time,21.74,Federal Shipping,57,Ravioli Angelo,Grains & Cereals,19.5,40,0.0,780,Around the Horn,UK
10741,2014-11-14,2014-11-28,2014-11-18,On-Time,10.96,Federal Shipping,2,Chang,Beverages,19.0,15,0.2,228,Around the Horn,UK
10743,2014-11-17,2014-12-15,2014-11-21,On-Time,23.72,United Package,46,Spegesild,Seafood,12.0,28,0.05,319.2,Around the Horn,UK
10768,2014-12-08,2015-01-05,2014-12-15,On-Time,146.32,United Package,22,Gustaf's Knackebröd,Grains & Cereals,21.0,4,0.0,84,Around the Horn,UK
10768,2014-12-08,2015-01-05,2014-12-15,On-Time,146.32,United Package,60,Camembert Pierrot,Dairy Products,34.0,15,0.0,510,Around the Horn,UK
10768,2014-12-08,2015-01-05,2014-12-15,On-Time,146.32,United Package,31,Gorgonzola Telino,Dairy Products,12.5,50,0.0,625,Around the Horn,UK
10768,2014-12-08,2015-01-05,2014-12-15,On-Time,146.32,United Package,71,Flotemysost,Dairy Products,21.5,12,0.0,258,Around the Horn,UK
10793,2014-12-24,2015-01-21,2015-01-08,On-Time,4.52,Federal Shipping,52,Filo Mix,Grains & Cereals,7.0,8,0.0,56,Around the Horn,UK
10793,2014-12-24,2015-01-21,2015-01-08,On-Time,4.52,Federal Shipping,41,Jack's New England Clam Chowder,Seafood,9.65,14,0.0,135.1,Around the Horn,UK
10864,2015-02-02,2015-03-02,2015-02-09,On-Time,3.04,United Package,67,Laughing Lumberjack Lager,Beverages,14.0,15,0.0,210,Around the Horn,UK
10864,2015-02-02,2015-03-02,2015-02-09,On-Time,3.04,United Package,35,Steeleye Stout,Beverages,18.0,4,0.0,72,Around the Horn,UK
10920,2015-03-03,2015-03-31,2015-03-09,On-Time,29.61,United Package,50,Valkoinen suklaa,Confections,16.25,24,0.0,390,Around the Horn,UK
10953,2015-03-16,2015-03-30,2015-03-25,On-Time,23.72,United Package,20,Sir Rodney's Marmalade,Confections,81.0,50,0.05,3847.5,Around the Horn,UK
10953,2015-03-16,2015-03-30,2015-03-25,On-Time,23.72,United Package,31,Gorgonzola Telino,Dairy Products,12.5,50,0.05,593.75,Around the Horn,UK
11016,2015-04-10,2015-05-08,2015-04-13,On-Time,33.8,United Package,31,Gorgonzola Telino,Dairy Products,12.5,15,0.0,187.5,Around the Horn,UK
11016,2015-04-10,2015-05-08,2015-04-13,On-Time,33.8,United Package,36,Inlagd Sill,Seafood,19.0,16,0.0,304,Around the Horn,UK
10289,2013-08-26,2013-09-23,2013-08-28,On-Time,22.77,Federal Shipping,3,Aniseed Syrup,Condiments,8.0,30,0.0,240,B's Beverages,UK
10289,2013-08-26,2013-09-23,2013-08-28,On-Time,22.77,Federal Shipping,64,Wimmers gute Semmelknödel,Grains & Cereals,26.6,9,0.0,239.4,B's Beverages,UK
10471,2014-03-11,2014-04-08,2014-03-18,On-Time,45.59,Federal Shipping,7,Uncle Bob's Organic Dried Pears,Produce,24.0,30,0.0,720,B's Beverages,UK
10471,2014-03-11,2014-04-08,2014-03-18,On-Time,45.59,Federal Shipping,56,Gnocchi di nonna Alice,Grains & Cereals,30.4,20,0.0,608,B's Beverages,UK
10484,2014-03-24,2014-04-21,2014-04-01,On-Time,6.88,Federal Shipping,40,Boston Crab Meat,Seafood,14.7,10,0.0,147,B's Beverages,UK
10484,2014-03-24,2014-04-21,2014-04-01,On-Time,6.88,Federal Shipping,21,Sir Rodney's Scones,Confections,8.0,14,0.0,112,B's Beverages,UK
10484,2014-03-24,2014-04-21,2014-04-01,On-Time,6.88,Federal Shipping,51,Manjimup Dried Apples,Produce,42.4,3,0.0,127.2,B's Beverages,UK
10538,2014-05-15,2014-06-12,2014-05-16,On-Time,4.87,Federal Shipping,70,Outback Lager,Beverages,15.0,7,0.0,105,B's Beverages,UK
10538,2014-05-15,2014-06-12,2014-05-16,On-Time,4.87,Federal Shipping,72,Mozzarella di Giovanni,Dairy Products,34.8,1,0.0,34.8,B's Beverages,UK
10539,2014-05-16,2014-06-13,2014-05-23,On-Time,12.36,Federal Shipping,13,Konbu,Seafood,6.0,8,0.0,48,B's Beverages,UK
10539,2014-05-16,2014-06-13,2014-05-23,On-Time,12.36,Federal Shipping,49,Maxilaku,Confections,20.0,6,0.0,120,B's Beverages,UK
10539,2014-05-16,2014-06-13,2014-05-23,On-Time,12.36,Federal Shipping,33,Geitost,Dairy Products,2.5,15,0.0,37.5,B's Beverages,UK
10539,2014-05-16,2014-06-13,2014-05-23,On-Time,12.36,Federal Shipping,21,Sir Rodney's Scones,Confections,10.0,15,0.0,150,B's Beverages,UK
10578,2014-06-24,2014-07-22,2014-07-25,Delayed,29.6,Federal Shipping,35,Steeleye Stout,Beverages,18.0,20,0.0,360,B's Beverages,UK
10578,2014-06-24,2014-07-22,2014-07-25,Delayed,29.6,Federal Shipping,57,Ravioli Angelo,Grains & Cereals,19.5,6,0.0,117,B's Beverages,UK
10599,2014-07-15,2014-08-26,2014-07-21,On-Time,29.98,Federal Shipping,62,Tarte au sucre,Confections,49.3,10,0.0,493,B's Beverages,UK
10943,2015-03-11,2015-04-08,2015-03-19,On-Time,2.17,United Package,22,Gustaf's Knackebröd,Grains & Cereals,21.0,21,0.0,441,B's Beverages,UK
10943,2015-03-11,2015-04-08,2015-03-19,On-Time,2.17,United Package,46,Spegesild,Seafood,12.0,15,0.0,180,B's Beverages,UK
10943,2015-03-11,2015-04-08,2015-03-19,On-Time,2.17,United Package,13,Konbu,Seafood,6.0,15,0.0,90,B's Beverages,UK
10947,2015-03-13,2015-04-10,2015-03-16,On-Time,3.26,United Package,59,Raclette Courdavault,Dairy Products,55.0,4,0.0,220,B's Beverages,UK
11023,2015-04-14,2015-04-28,2015-04-24,On-Time,123.83,United Package,43,Ipoh Coffee,Beverages,46.0,30,0.0,1380,B's Beverages,UK
11023,2015-04-14,2015-04-28,2015-04-24,On-Time,123.83,United Package,7,Uncle Bob's Organic Dried Pears,Produce,30.0,4,0.0,120,B's Beverages,UK
10278,2013-08-12,2013-09-09,2013-08-16,On-Time,92.69,United Package,73,Röd Kaviar,Seafood,12.0,25,0.0,300,Berglunds snabbköp,Sweden
10278,2013-08-12,2013-09-09,2013-08-16,On-Time,92.69,United Package,44,Gula Malacca,Condiments,15.5,16,0.0,248,Berglunds snabbköp,Sweden
10278,2013-08-12,2013-09-09,2013-08-16,On-Time,92.69,United Package,59,Raclette Courdavault,Dairy Products,44.0,15,0.0,660,Berglunds snabbköp,Sweden
10278,2013-08-12,2013-09-09,2013-08-16,On-Time,92.69,United Package,63,Vegie-spread,Condiments,35.1,8,0.0,280.8,Berglunds snabbköp,Sweden
10280,2013-08-14,2013-09-11,2013-09-12,Delayed,8.98,Speedy Express,55,Pâté chinois,Meat & Poultry,19.2,20,0.0,384,Berglunds snabbköp,Sweden
10280,2013-08-14,2013-09-11,2013-09-12,Delayed,8.98,Speedy Express,75,Rhönbräu Klosterbier,Beverages,6.2,30,0.0,186,Berglunds snabbköp,Sweden
10280,2013-08-14,2013-09-11,2013-09-12,Delayed,8.98,Speedy Express,24,Guarana Fantastica,Beverages,3.6,12,0.0,43.2,Berglunds snabbköp,Sweden
10384,2013-12-16,2014-01-13,2013-12-20,On-Time,168.64,Federal Shipping,20,Sir Rodney's Marmalade,Confections,64.8,28,0.0,1814.4,Berglunds snabbköp,Sweden
10384,2013-12-16,2014-01-13,2013-12-20,On-Time,168.64,Federal Shipping,60,Camembert Pierrot,Dairy Products,27.2,15,0.0,408,Berglunds snabbköp,Sweden
10444,2014-02-12,2014-03-12,2014-02-21,On-Time,3.5,Federal Shipping,17,Alice Mutton,Meat & Poultry,31.2,10,0.0,312,Berglunds snabbköp,Sweden
10444,2014-02-12,2014-03-12,2014-02-21,On-Time,3.5,Federal Shipping,35,Steeleye Stout,Beverages,14.4,8,0.0,115.2,Berglunds snabbköp,Sweden
10444,2014-02-12,2014-03-12,2014-02-21,On-Time,3.5,Federal Shipping,26,Gumbär Gummibärchen,Confections,24.9,15,0.0,373.5,Berglunds snabbköp,Sweden
10444,2014-02-12,2014-03-12,2014-02-21,On-Time,3.5,Federal Shipping,41,Jack's New England Clam Chowder,Seafood,7.7,30,0.0,231,Berglunds snabbköp,Sweden
10445,2014-02-13,2014-03-13,2014-02-20,On-Time,9.3,Speedy Express,54,Tourtière,Meat & Poultry,5.9,15,0.0,88.5,Berglunds snabbköp,Sweden
10445,2014-02-13,2014-03-13,2014-02-20,On-Time,9.3,Speedy Express,39,Chartreuse verte,Beverages,14.4,6,0.0,86.4,Berglunds snabbköp,Sweden
10524,2014-05-01,2014-05-29,2014-05-07,On-Time,244.79,United Package,43,Ipoh Coffee,Beverages,46.0,60,0.0,2760,Berglunds snabbköp,Sweden
10524,2014-05-01,2014-05-29,2014-05-07,On-Time,244.79,United Package,30,Nord-Ost Matjeshering,Seafood,25.89,10,0.0,258.9,Berglunds snabbköp,Sweden
10524,2014-05-01,2014-05-29,2014-05-07,On-Time,244.79,United Package,54,Tourtière,Meat & Poultry,7.45,15,0.0,111.75,Berglunds snabbköp,Sweden
10524,2014-05-01,2014-05-29,2014-05-07,On-Time,244.79,United Package,10,Ikura,Seafood,31.0,2,0.0,62,Berglunds snabbköp,Sweden
10572,2014-06-18,2014-07-16,2014-06-25,On-Time,116.43,United Package,75,Rhönbräu Klosterbier,Beverages,7.75,15,0.1,104.63,Berglunds snabbköp,Sweden
10572,2014-06-18,2014-07-16,2014-06-25,On-Time,116.43,United Package,16,Pavlova,Confections,17.45,12,0.1,188.46,Berglunds snabbköp,Sweden
10572,2014-06-18,2014-07-16,2014-06-25,On-Time,116.43,United Package,32,Mascarpone Fabioli,Dairy Products,32.0,10,0.1,288,Berglunds snabbköp,Sweden
10572,2014-06-18,2014-07-16,2014-06-25,On-Time,116.43,United Package,40,Boston Crab Meat,Seafood,18.4,50,0.0,920,Berglunds snabbköp,Sweden
10626,2014-08-11,2014-09-08,2014-08-20,On-Time,138.69,United Package,60,Camembert Pierrot,Dairy Products,34.0,20,0.0,680,Berglunds snabbköp,Sweden
10626,2014-08-11,2014-09-08,2014-08-20,On-Time,138.69,United Package,53,Perth Pasties,Meat & Poultry,32.8,12,0.0,393.6,Berglunds snabbköp,Sweden
10626,2014-08-11,2014-09-08,2014-08-20,On-Time,138.69,United Package,71,Flotemysost,Dairy Products,21.5,20,0.0,430,Berglunds snabbköp,Sweden
10654,2014-09-02,2014-09-30,2014-09-11,On-Time,55.26,Speedy Express,39,Chartreuse verte,Beverages,18.0,20,0.1,324,Berglunds snabbköp,Sweden
10654,2014-09-02,2014-09-30,2014-09-11,On-Time,55.26,Speedy Express,4,Chef Anton's Cajun Seasoning,Condiments,22.0,12,0.1,237.6,Berglunds snabbköp,Sweden
10654,2014-09-02,2014-09-30,2014-09-11,On-Time,55.26,Speedy Express,54,Tourtière,Meat & Poultry,7.45,6,0.1,40.23,Berglunds snabbköp,Sweden
10672,2014-09-17,2014-10-01,2014-09-26,On-Time,95.75,United Package,38,Côte de Blaye,Beverages,263.5,15,0.1,3557.25,Berglunds snabbköp,Sweden
10672,2014-09-17,2014-10-01,2014-09-26,On-Time,95.75,United Package,71,Flotemysost,Dairy Products,21.5,12,0.0,258,Berglunds snabbköp,Sweden
10689,2014-10-01,2014-10-29,2014-10-07,On-Time,13.42,United Package,1,Chai,Beverages,18.0,35,0.25,472.5,Berglunds snabbköp,Sweden
10733,2014-11-07,2014-12-05,2014-11-10,On-Time,110.11,Federal Shipping,52,Filo Mix,Grains & Cereals,7.0,25,0.0,175,Berglunds snabbköp,Sweden
10733,2014-11-07,2014-12-05,2014-11-10,On-Time,110.11,Federal Shipping,28,Rössle Sauerkraut,Produce,45.6,20,0.0,912,Berglunds snabbköp,Sweden
10733,2014-11-07,2014-12-05,2014-11-10,On-Time,110.11,Federal Shipping,14,Tofu,Produce,23.25,16,0.0,372,Berglunds snabbköp,Sweden
10778,2014-12-16,2015-01-13,2014-12-24,On-Time,6.79,Speedy Express,41,Jack's New England Clam Chowder,Seafood,9.65,10,0.0,96.5,Berglunds snabbköp,Sweden
10837,2015-01-16,2015-02-13,2015-01-23,On-Time,13.32,Federal Shipping,76,Lakkaliköri,Beverages,18.0,21,0.25,283.5,Berglunds snabbköp,Sweden
10837,2015-01-16,2015-02-13,2015-01-23,On-Time,13.32,Federal Shipping,13,Konbu,Seafood,6.0,6,0.0,36,Berglunds snabbköp,Sweden
10837,2015-01-16,2015-02-13,2015-01-23,On-Time,13.32,Federal Shipping,40,Boston Crab Meat,Seafood,18.4,25,0.0,460,Berglunds snabbköp,Sweden
10837,2015-01-16,2015-02-13,2015-01-23,On-Time,13.32,Federal Shipping,47,Zaanse koeken,Confections,9.5,40,0.25,285,Berglunds snabbköp,Sweden
10857,2015-01-28,2015-02-25,2015-02-06,On-Time,188.85,United Package,3,Aniseed Syrup,Condiments,10.0,30,0.0,300,Berglunds snabbköp,Sweden
10857,2015-01-28,2015-02-25,2015-02-06,On-Time,188.85,United Package,29,Thüringer Rostbratwurst,Meat & Poultry,123.79,10,0.25,928.43,Berglunds snabbköp,Sweden
10857,2015-01-28,2015-02-25,2015-02-06,On-Time,188.85,United Package,26,Gumbär Gummibärchen,Confections,31.23,35,0.25,819.79,Berglunds snabbköp,Sweden
10866,2015-02-03,2015-03-03,2015-02-12,On-Time,109.11,Speedy Express,2,Chang,Beverages,19.0,21,0.25,299.25,Berglunds snabbköp,Sweden
10866,2015-02-03,2015-03-03,2015-02-12,On-Time,109.11,Speedy Express,30,Nord-Ost Matjeshering,Seafood,25.89,40,0.25,776.7,Berglunds snabbköp,Sweden
10866,2015-02-03,2015-03-03,2015-02-12,On-Time,109.11,Speedy Express,24,Guarana Fantastica,Beverages,4.5,6,0.25,20.25,Berglunds snabbköp,Sweden
10875,2015-02-06,2015-03-06,2015-03-03,On-Time,32.37,United Package,19,Teatime Chocolate Biscuits,Confections,9.2,25,0.0,230,Berglunds snabbköp,Sweden
10875,2015-02-06,2015-03-06,2015-03-03,On-Time,32.37,United Package,49,Maxilaku,Confections,20.0,15,0.0,300,Berglunds snabbköp,Sweden
10875,2015-02-06,2015-03-06,2015-03-03,On-Time,32.37,United Package,47,Zaanse koeken,Confections,9.5,21,0.1,179.55,Berglunds snabbköp,Sweden
10924,2015-03-04,2015-04-01,2015-04-08,Delayed,151.52,United Package,75,Rhönbräu Klosterbier,Beverages,7.75,6,0.0,46.5,Berglunds snabbköp,Sweden
10924,2015-03-04,2015-04-01,2015-04-08,Delayed,151.52,United Package,28,Rössle Sauerkraut,Produce,45.6,30,0.1,1231.2,Berglunds snabbköp,Sweden
10924,2015-03-04,2015-04-01,2015-04-08,Delayed,151.52,United Package,10,Ikura,Seafood,31.0,20,0.1,558,Berglunds snabbköp,Sweden
10501,2014-04-09,2014-05-07,2014-04-16,On-Time,8.85,Federal Shipping,54,Tourtière,Meat & Poultry,7.45,20,0.0,149,Blauer See Delikatessen,Germany
10509,2014-04-17,2014-05-15,2014-04-29,On-Time,0.15,Speedy Express,28,Rössle Sauerkraut,Produce,45.6,3,0.0,136.8,Blauer See Delikatessen,Germany
10582,2014-06-27,2014-07-25,2014-07-14,On-Time,27.71,United Package,57,Ravioli Angelo,Grains & Cereals,19.5,4,0.0,78,Blauer See Delikatessen,Germany
10582,2014-06-27,2014-07-25,2014-07-14,On-Time,27.71,United Package,76,Lakkaliköri,Beverages,18.0,14,0.0,252,Blauer See Delikatessen,Germany
10614,2014-07-29,2014-08-26,2014-08-01,On-Time,1.93,Federal Shipping,11,Queso Cabrales,Dairy Products,21.0,14,0.0,294,Blauer See Delikatessen,Germany
10614,2014-07-29,2014-08-26,2014-08-01,On-Time,1.93,Federal Shipping,39,Chartreuse verte,Beverages,18.0,5,0.0,90,Blauer See Delikatessen,Germany
10614,2014-07-29,2014-08-26,2014-08-01,On-Time,1.93,Federal Shipping,21,Sir Rodney's Scones,Confections,10.0,8,0.0,80,Blauer See Delikatessen,Germany
10853,2015-01-27,2015-02-24,2015-02-03,On-Time,53.83,United Package,18,Carnarvon Tigers,Seafood,62.5,10,0.0,625,Blauer See Delikatessen,Germany
10956,2015-03-17,2015-04-28,2015-03-20,On-Time,44.65,United Package,47,Zaanse koeken,Confections,9.5,14,0.0,133,Blauer See Delikatessen,Germany
10956,2015-03-17,2015-04-28,2015-03-20,On-Time,44.65,United Package,21,Sir Rodney's Scones,Confections,10.0,12,0.0,120,Blauer See Delikatessen,Germany
10956,2015-03-17,2015-04-28,2015-03-20,On-Time,44.65,United Package,51,Manjimup Dried Apples,Produce,53.0,8,0.0,424,Blauer See Delikatessen,Germany
11058,2015-04-29,2015-05-27,,Unshipped,31.14,Federal Shipping,21,Sir Rodney's Scones,Confections,10.0,3,0.0,30,Blauer See Delikatessen,Germany
11058,2015-04-29,2015-05-27,,Unshipped,31.14,Federal Shipping,60,Camembert Pierrot,Dairy Products,34.0,21,0.0,714,Blauer See Delikatessen,Germany
11058,2015-04-29,2015-05-27,,Unshipped,31.14,Federal Shipping,61,Sirop d'érable,Condiments,28.5,4,0.0,114,Blauer See Delikatessen,Germany
10265,2013-07-25,2013-08-22,2013-08-12,On-Time,55.28,Speedy Express,70,Outback Lager,Beverages,12.0,20,0.0,240,Blondesddsl père et fils,France
10265,2013-07-25,2013-08-22,2013-08-12,On-Time,55.28,Speedy Express,17,Alice Mutton,Meat & Poultry,31.2,30,0.0,936,Blondesddsl père et fils,France
10297,2013-09-04,2013-10-16,2013-09-10,On-Time,5.74,United Package,39,Chartreuse verte,Beverages,14.4,60,0.0,864,Blondesddsl père et fils,France
10297,2013-09-04,2013-10-16,2013-09-10,On-Time,5.74,United Package,72,Mozzarella di Giovanni,Dairy Products,27.8,20,0.0,556,Blondesddsl père et fils,France
10360,2013-11-22,2013-12-20,2013-12-02,On-Time,131.7,Federal Shipping,29,Thüringer Rostbratwurst,Meat & Poultry,99.0,35,0.0,3465,Blondesddsl père et fils,France
10360,2013-11-22,2013-12-20,2013-12-02,On-Time,131.7,Federal Shipping,49,Maxilaku,Confections,16.0,35,0.0,560,Blondesddsl père et fils,France
10360,2013-11-22,2013-12-20,2013-12-02,On-Time,131.7,Federal Shipping,28,Rössle Sauerkraut,Produce,36.4,30,0.0,1092,Blondesddsl père et fils,France
